Wall time,Step,Value
1713565303.303493,10752,10126.0
1713565320.6944425,14336,10126.0
1713565338.9958003,17920,10126.0
1713565356.0864525,21504,10126.0
1713565372.095204,25088,12351.5
1713565388.330341,28672,12351.5
1713565404.9686081,32256,12351.5
1713565421.2183921,35840,12351.5
1713565436.947072,39424,12508.0
1713565452.9223607,43008,12508.0
1713565469.1449542,46592,12508.0
1713565484.6710174,50176,12508.0
1713565500.6953492,53760,12719.0
1713565516.5861359,57344,12719.0
1713565532.509467,60928,12719.0
1713565548.679899,64512,12719.0
1713565565.1260893,68096,13190.599609375
1713565580.7220104,71680,13190.599609375
1713565597.6800623,75264,13190.599609375
1713565613.3440778,78848,12689.1669921875
1713565629.4117088,82432,11576.0
1713565645.4242115,86016,11576.0
1713565661.4374273,89600,11576.0
1713565677.9090838,93184,11576.0
1713565693.3745263,96768,11989.375
1713565709.4674373,100352,11989.375
1713565725.3669567,103936,11989.375
1713565741.583919,107520,11989.375
1713565757.2913816,111104,12025.77734375
1713565773.4459844,114688,12025.77734375
1713565789.577162,118272,12025.77734375
1713565806.1641018,121856,12067.7998046875
1713565822.0185406,125440,12067.7998046875
1713565837.9716005,129024,12067.7998046875
1713565853.6743164,132608,12067.7998046875
1713565870.0632586,136192,12059.818359375
1713565886.0783033,139776,11607.9169921875
1713565902.2297804,143360,11607.9169921875
1713565918.1262934,146944,11607.9169921875
1713565934.7527847,150528,11350.615234375
1713565950.536383,154112,11350.615234375
1713565966.366922,157696,11350.615234375
1713565983.6430876,161280,11391.5
1713565999.705413,164864,11391.5
1713566016.2578464,168448,11127.1337890625
1713566033.1912239,172032,11127.1337890625
1713566048.8095748,175616,10949.25
1713566064.4464843,179200,10949.25
1713566080.0216086,182784,10949.25
1713566095.7617564,186368,10949.25
1713566111.3153234,189952,10969.470703125
1713566128.20731,193536,10969.470703125
1713566143.6931658,197120,10820.3330078125
1713566158.7742498,200704,10820.3330078125
1713566175.0367284,204288,10820.3330078125
1713566190.8180294,207872,10820.3330078125
1713566206.6590738,211456,11016.7890625
1713566221.4631019,215040,11016.7890625
1713566236.3257077,218624,11016.7890625
1713566251.4644744,222208,11016.7890625
1713566267.6987524,225792,11016.7890625
1713566284.1815393,229376,11016.7890625
1713566301.1358447,232960,11016.7890625
1713566316.5567698,236544,11016.7890625
1713566334.1473308,240128,11967.2001953125
1713566350.101622,243712,11967.2001953125
1713566366.3617272,247296,11967.2001953125
1713566381.988944,250880,11866.4287109375
1713566397.6855667,254464,11557.681640625
1713566412.7563906,258048,11557.681640625
1713566427.968871,261632,11347.34765625
1713566443.3347986,265216,11347.34765625
1713566459.3419526,268800,11114.25
1713566474.7387948,272384,11114.25
1713566492.3885634,275968,11114.25
1713566509.381834,279552,11128.1201171875
1713566524.9623945,283136,11128.1201171875
1713566540.1730826,286720,10959.3076171875
1713566556.567785,290304,10959.3076171875
