#{"t_start": 1714027107.7666695, "env_id": null}
r,l,t
10500,8178,6.252785
40000,7533,13.046275
34100,13845,24.943121
46400,15818,37.498868
3600,7666,70.344552
3200,7874,135.49595
3500,7336,193.375247
13300,8381,255.210149
2500,7998,294.499624
2500,7998,309.035682
2500,7998,323.444542
2500,7998,339.220477
2500,7998,353.731853
2500,7998,369.150304
2500,7998,385.644695
2500,7998,401.114954
2500,7998,415.80061
2500,7998,430.427996
