#{"t_start": 1713938707.212162, "env_id": null}
r,l,t
30300,6515,4.959777
134300,27425,25.956909
72600,11441,34.259511
48800,14085,112.987201
31500,9168,183.070713
86600,15184,301.983789
86600,15184,330.203586
86600,15184,358.387669
86600,15184,387.403087
86600,15184,414.493725
86600,15184,441.897051
86600,15184,469.990481
86600,15184,498.117697
86600,15184,526.236045
86600,15184,554.096932
