#{"t_start": 1713715228.7281747, "env_id": null}
r,l,t
2600,4991,4.665064
1200,4608,8.714007
1200,6113,28.603222
1200,6113,47.65432
1200,6113,66.515624
1200,6113,85.590333
1200,6113,104.396351
1200,6113,124.199847
1200,6113,143.090153
1200,6113,162.315341
1200,6113,182.464285
1200,6113,202.880201
