#{"t_start": 1713952281.244551, "env_id": null}
r,l,t
1800,4003,3.076206
21800,6247,9.161071
2100,4688,12.229909
49100,10887,19.284115
46200,14728,28.813357
58700,13588,64.139345
25500,11087,135.288419
7600,7315,182.329177
21000,6765,225.926321
2000,4060,237.48348
2000,4060,244.487884
2000,4060,251.30642
2000,4060,258.169351
2000,4060,265.038062
2000,4060,271.908075
2000,4060,278.747303
2000,4060,285.617835
2000,4060,292.502551
2000,4060,299.399433
