#{"t_start": 1714113552.7529845, "env_id": null}
r,l,t
3200,7249,7.399467
30000,10069,51.806241
30000,10069,97.088871
30000,10069,138.741554
30000,10069,179.39555
30000,10069,217.2879
30000,10069,253.075054
30000,10069,289.60997
30000,10069,326.629929
30000,10069,363.19243
30000,10069,401.977527
