#{"t_start": 1713918581.1349986, "env_id": null}
r,l,t
45900,4756,3.593065
126800,23867,23.934496
14400,6801,29.061503
139600,12277,38.143246
19800,7111,77.719189
19500,9519,148.756729
1500,3720,176.656851
3800,3930,276.062826
3800,3930,284.776325
3800,3930,292.216237
3800,3930,299.481448
3800,3930,306.753863
3800,3930,314.251814
3800,3930,321.679739
3800,3930,329.32623
3800,3930,336.698606
3800,3930,344.420019
