#{"t_start": 1713915671.4405756, "env_id": null}
r,l,t
4900,7065,34.610834
4900,7065,58.473232
4900,7065,82.833127
4900,7065,108.463413
4900,7065,135.022125
4900,7065,160.119426
4900,7065,186.366286
4900,7065,211.492311
4900,7065,236.480896
4900,7065,261.168481
