#{"t_start": 1713339293.681706, "env_id": null}
r,l,t
51500,9312,9.43425
5200,5562,32.158752
5200,5562,55.485793
5200,5562,77.301305
5200,5562,98.649891
5200,5562,120.967652
5200,5562,142.455946
5200,5562,164.998338
5200,5562,186.210033
5200,5562,207.709191
5200,5562,230.205941
